Created_At,Entities,Id,Language,Place,Source,Text,Username
Fri Oct 25 09:16:54 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 1024101983391690752, 'id_str': '1024101983391690752', 'indices': [0, 12], 'name': 'Meera Umasankar', 'screen_name': 'LosaniMeera'}, {'id': 3958405758, 'id_str': '3958405758', 'indices': [13, 23], 'name': 'Eva Murray', 'screen_name': 'TriMyData'}, {'id': 519769200, 'id_str': '519769200', 'indices': [24, 38], 'name': 'Tableau Public', 'screen_name': 'tableaupublic'}]}",1187659286039715840,en,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",@LosaniMeera @TriMyData @tableaupublic You've got it!,Andy Kriebel
Fri Oct 25 09:12:04 +0000 2019,"{'hashtags': [{'indices': [77, 92], 'text': 'MakeoverMonday'}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1187658071943897089', 'indices': [117, 140], 'url': 'https://t.co/OkaeC2PKJV'}], 'user_mentions': []}",1187658071943897089,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1400+ vizzes from almost 6000 participants! That the data through week 43 of #MakeoverMonday 2019. There are 14 peo… https://t.co/OkaeC2PKJV,Andy Kriebel
Fri Oct 25 07:58:28 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 2324851657, 'id_str': '2324851657', 'indices': [0, 12], 'name': 'Jack Hineman', 'screen_name': 'JackHineman'}]}",1187639549683482625,en,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",@JackHineman Nice work on the switcher to let the user decide if they want to continue.,Andy Kriebel
Fri Oct 25 07:55:56 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1187638910622535681', 'indices': [117, 140], 'url': 'https://t.co/QRu9axupat'}], 'user_mentions': [{'id': 29200457, 'id_str': '29200457', 'indices': [0, 12], 'name': 'Marc Soares', 'screen_name': 'Marc_Soares'}, {'id': 51263711, 'id_str': '51263711', 'indices': [13, 29], 'name': 'Google Analytics', 'screen_name': 'googleanalytics'}, {'id': 3958405758, 'id_str': '3958405758', 'indices': [30, 40], 'name': 'Eva Murray', 'screen_name': 'TriMyData'}]}",1187638910622535681,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@Marc_Soares @googleanalytics @TriMyData I can't see a way on Data Studio on how to duplicate this. I wanted to see… https://t.co/QRu9axupat,Andy Kriebel
Fri Oct 25 05:14:24 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 29200457, 'id_str': '29200457', 'indices': [0, 12], 'name': 'Marc Soares', 'screen_name': 'Marc_Soares'}, {'id': 51263711, 'id_str': '51263711', 'indices': [13, 29], 'name': 'Google Analytics', 'screen_name': 'googleanalytics'}, {'id': 3958405758, 'id_str': '3958405758', 'indices': [30, 40], 'name': 'Eva Murray', 'screen_name': 'TriMyData'}]}",1187598259134566400,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Marc_Soares @googleanalytics @TriMyData Amazing!,Andy Kriebel
Thu Oct 24 06:21:39 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1187252795109531648', 'indices': [117, 140], 'url': 'https://t.co/d7hcgwq6B1'}], 'user_mentions': [{'id': 18378364, 'id_str': '18378364', 'indices': [0, 15], 'name': 'michaelangeles', 'screen_name': 'michaelangeles'}, {'id': 733643261429092352, 'id_str': '733643261429092352', 'indices': [16, 29], 'name': 'Lindsey Poulter', 'screen_name': 'datavizlinds'}]}",1187252795109531648,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@michaelangeles @datavizlinds There’s also the horrific maintence required. If you update one SP, and you need that… https://t.co/d7hcgwq6B1",Andy Kriebel
Thu Oct 24 06:19:31 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 733643261429092352, 'id_str': '733643261429092352', 'indices': [0, 13], 'name': 'Lindsey Poulter', 'screen_name': 'datavizlinds'}, {'id': 18378364, 'id_str': '18378364', 'indices': [14, 29], 'name': 'michaelangeles', 'screen_name': 'michaelangeles'}]}",1187252260784562176,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@datavizlinds @michaelangeles Correct. 👎🏻,Andy Kriebel
Thu Oct 24 06:18:52 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1187252096258719745', 'indices': [117, 140], 'url': 'https://t.co/UcPoJgLvFq'}], 'user_mentions': [{'id': 785629231, 'id_str': '785629231', 'indices': [0, 16], 'name': 'Sean Miller', 'screen_name': 'HipsterVizNinja'}, {'id': 18378364, 'id_str': '18378364', 'indices': [17, 32], 'name': 'michaelangeles', 'screen_name': 'michaelangeles'}, {'id': 1158109936146092033, 'id_str': '1158109936146092033', 'indices': [33, 43], 'name': 'Adam Mico', 'screen_name': 'AdamMico1'}, {'id': 968852384712622082, 'id_str': '968852384712622082', 'indices': [44, 56], 'name': 'Kevin Flerlage', 'screen_name': 'FlerlageKev'}, {'id': 733643261429092352, 'id_str': '733643261429092352', 'indices': [57, 70], 'name': 'Lindsey Poulter', 'screen_name': 'datavizlinds'}]}",1187252096258719745,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@HipsterVizNinja @michaelangeles @AdamMico1 @FlerlageKev @datavizlinds I forgot about that! 😊 I’m glad you like it.… https://t.co/UcPoJgLvFq,Andy Kriebel
Thu Oct 24 06:17:42 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 1158109936146092033, 'id_str': '1158109936146092033', 'indices': [0, 10], 'name': 'Adam Mico', 'screen_name': 'AdamMico1'}, {'id': 785629231, 'id_str': '785629231', 'indices': [11, 27], 'name': 'Sean Miller', 'screen_name': 'HipsterVizNinja'}, {'id': 18378364, 'id_str': '18378364', 'indices': [28, 43], 'name': 'michaelangeles', 'screen_name': 'michaelangeles'}, {'id': 968852384712622082, 'id_str': '968852384712622082', 'indices': [44, 56], 'name': 'Kevin Flerlage', 'screen_name': 'FlerlageKev'}, {'id': 733643261429092352, 'id_str': '733643261429092352', 'indices': [57, 70], 'name': 'Lindsey Poulter', 'screen_name': 'datavizlinds'}]}",1187251802946854913,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@AdamMico1 @HipsterVizNinja @michaelangeles @FlerlageKev @datavizlinds Good shout! More intuitive too.,Andy Kriebel
Thu Oct 24 06:17:21 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1187251713826312192', 'indices': [117, 140], 'url': 'https://t.co/ImfVgCYUsT'}], 'user_mentions': [{'id': 2732072081, 'id_str': '2732072081', 'indices': [0, 13], 'name': 'Mike Cisneros', 'screen_name': 'mikevizneros'}, {'id': 867056358381596672, 'id_str': '867056358381596672', 'indices': [14, 26], 'name': 'Zach Bowders', 'screen_name': 'ZachBowders'}, {'id': 1158109936146092033, 'id_str': '1158109936146092033', 'indices': [27, 37], 'name': 'Adam Mico', 'screen_name': 'AdamMico1'}, {'id': 785629231, 'id_str': '785629231', 'indices': [38, 54], 'name': 'Sean Miller', 'screen_name': 'HipsterVizNinja'}, {'id': 18378364, 'id_str': '18378364', 'indices': [55, 70], 'name': 'michaelangeles', 'screen_name': 'michaelangeles'}, {'id': 968852384712622082, 'id_str': '968852384712622082', 'indices': [71, 83], 'name': 'Kevin Flerlage', 'screen_name': 'FlerlageKev'}, {'id': 733643261429092352, 'id_str': '733643261429092352', 'indices': [84, 97], 'name': 'Lindsey Poulter', 'screen_name': 'datavizlinds'}, {'id': 14757554, 'id_str': '14757554', 'indices': [98, 111], 'name': 'Matt Francis', 'screen_name': 'Matt_Francis'}]}",1187251713826312192,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@mikevizneros @ZachBowders @AdamMico1 @HipsterVizNinja @michaelangeles @FlerlageKev @datavizlinds @Matt_Francis Whe… https://t.co/ImfVgCYUsT,Andy Kriebel
Wed Oct 23 12:03:04 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 4341493221, 'id_str': '4341493221', 'indices': [7, 18], 'name': 'Lorna Eden', 'screen_name': 'lorna_eden'}]}",1186976329100648448,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meters @lorna_eden?,Andy Kriebel
Wed Oct 23 12:02:33 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 14757554, 'id_str': '14757554', 'indices': [0, 13], 'name': 'Matt Francis', 'screen_name': 'Matt_Francis'}, {'id': 10092732, 'id_str': '10092732', 'indices': [14, 24], 'name': 'Sasha Pasulka', 'screen_name': 'SashRocks'}]}",1186976200448720896,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Matt_Francis @SashRocks Let’s be clear that it wasn’t me that took your belt.,Andy Kriebel
Wed Oct 23 08:07:39 +0000 2019,"{'hashtags': [{'indices': [9, 30], 'text': 'WorkoutWednesday2019'}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1186917083537383424', 'indices': [116, 139], 'url': 'https://t.co/fs9ztqmG9P'}], 'user_mentions': []}",1186917083537383424,en,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",The next #WorkoutWednesday2019 challenge is up! Give it a try - Week 43: Show me all the casinos within X miles of… https://t.co/fs9ztqmG9P,Andy Kriebel
Wed Oct 23 07:48:00 +0000 2019,"{'hashtags': [{'indices': [34, 49], 'text': 'MakeoverMonday'}], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 948988314, 'id_str': '948988314', 'indices': [3, 15], 'name': 'Bridget Cogley', 'screen_name': 'WindsCogley'}]}",1186912140092948480,en,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @WindsCogley: CW: suicide

Hey #MakeoverMonday folks: noticed the topic this week and I'd strongly encourage 3 things:

1. Put the crisi…",Andy Kriebel
Wed Oct 23 07:33:54 +0000 2019,"{'hashtags': [{'indices': [0, 14], 'text': 'DashboardWeek'}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1186908591850168321', 'indices': [117, 140], 'url': 'https://t.co/r1HH5gTd4G'}], 'user_mentions': []}",1186908591850168321,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#DashboardWeek Day 3: Rural Electricity Demand in India • Many would consider electricity a human right. But does e… https://t.co/r1HH5gTd4G,Andy Kriebel
Tue Oct 22 21:32:09 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1186757154440728577', 'indices': [117, 140], 'url': 'https://t.co/6BImMPLeKm'}], 'user_mentions': [{'id': 874245254228127744, 'id_str': '874245254228127744', 'indices': [0, 13], 'name': 'Alex Jones', 'screen_name': 'jusdespommes'}, {'id': 974133252888907776, 'id_str': '974133252888907776', 'indices': [14, 24], 'name': 'Hesham Eissa', 'screen_name': 'VizSaiyan'}, {'id': 14792516, 'id_str': '14792516', 'indices': [25, 33], 'name': 'Tableau Software', 'screen_name': 'tableau'}, {'id': 519769200, 'id_str': '519769200', 'indices': [34, 48], 'name': 'Tableau Public', 'screen_name': 'tableaupublic'}]}",1186757154440728577,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@jusdespommes @VizSaiyan @tableau @tableaupublic Public must not be a high enough priority I guess in order to help… https://t.co/6BImMPLeKm,Andy Kriebel
Tue Oct 22 21:29:51 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 1500402732, 'id_str': '1500402732', 'indices': [0, 15], 'name': 'Datasaurus-Rex', 'screen_name': 'Datasaurus_Rex'}, {'id': 974133252888907776, 'id_str': '974133252888907776', 'indices': [16, 26], 'name': 'Hesham Eissa', 'screen_name': 'VizSaiyan'}, {'id': 14792516, 'id_str': '14792516', 'indices': [27, 35], 'name': 'Tableau Software', 'screen_name': 'tableau'}, {'id': 519769200, 'id_str': '519769200', 'indices': [36, 50], 'name': 'Tableau Public', 'screen_name': 'tableaupublic'}]}",1186756577937776640,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Datasaurus_Rex @VizSaiyan @tableau @tableaupublic But will they be caught? Most companies are too dumb to know where to look.,Andy Kriebel
Tue Oct 22 21:29:07 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1186756394520924160', 'indices': [117, 140], 'url': 'https://t.co/dqij4gYAJf'}], 'user_mentions': [{'id': 974133252888907776, 'id_str': '974133252888907776', 'indices': [0, 10], 'name': 'Hesham Eissa', 'screen_name': 'VizSaiyan'}, {'id': 14792516, 'id_str': '14792516', 'indices': [11, 19], 'name': 'Tableau Software', 'screen_name': 'tableau'}, {'id': 519769200, 'id_str': '519769200', 'indices': [20, 34], 'name': 'Tableau Public', 'screen_name': 'tableaupublic'}]}",1186756394520924160,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@VizSaiyan @tableau @tableaupublic I hate this for you. I’d recommend you turn off downloading. I do that on vizzes… https://t.co/dqij4gYAJf,Andy Kriebel
Tue Oct 22 21:26:36 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 551718295, 'id_str': '551718295', 'indices': [0, 9], 'name': 'Tausif Kazi', 'screen_name': 'takazi88'}, {'id': 3958405758, 'id_str': '3958405758', 'indices': [10, 20], 'name': 'Eva Murray', 'screen_name': 'TriMyData'}, {'id': 519769200, 'id_str': '519769200', 'indices': [21, 35], 'name': 'Tableau Public', 'screen_name': 'tableaupublic'}, {'id': 14792516, 'id_str': '14792516', 'indices': [36, 44], 'name': 'Tableau Software', 'screen_name': 'tableau'}]}",1186755758345592833,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@takazi88 @TriMyData @tableaupublic @tableau Oooohhh nice!,Andy Kriebel
Tue Oct 22 21:25:37 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 2324851657, 'id_str': '2324851657', 'indices': [0, 12], 'name': 'Jack Hineman', 'screen_name': 'JackHineman'}, {'id': 207614866, 'id_str': '207614866', 'indices': [13, 23], 'name': 'Naledi Hollbruegge', 'screen_name': 'LediHolly'}, {'id': 3958405758, 'id_str': '3958405758', 'indices': [24, 34], 'name': 'Eva Murray', 'screen_name': 'TriMyData'}]}",1186755510311239682,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@JackHineman @LediHolly @TriMyData Welcome!,Andy Kriebel
Tue Oct 22 21:23:01 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 26806062, 'id_str': '26806062', 'indices': [0, 11], 'name': 'Alissa', 'screen_name': 'AlissaDown'}, {'id': 996437766962638848, 'id_str': '996437766962638848', 'indices': [12, 24], 'name': 'Liz Kriebel', 'screen_name': 'elizkriebel'}]}",1186754857564360705,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@AlissaDown @elizkriebel Way less time than that.,Andy Kriebel
Tue Oct 22 11:03:12 +0000 2019,"{'hashtags': [{'indices': [51, 66], 'text': 'MakeoverMonday'}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1186598874183540737', 'indices': [117, 140], 'url': 'https://t.co/LvihnXv2QB'}], 'user_mentions': [{'id': 2982927911, 'id_str': '2982927911', 'indices': [33, 46], 'name': 'Data School UK', 'screen_name': 'dataschooluk'}]}",1186598874183540737,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Every Monday we allocate time at @dataschooluk for #MakeoverMonday. Yesterday DS17 blew us away with what they crea… https://t.co/LvihnXv2QB,Andy Kriebel
Tue Oct 22 09:00:00 +0000 2019,"{'hashtags': [{'indices': [0, 18], 'text': 'TableauTipTuesday'}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1186567872601968642', 'indices': [117, 140], 'url': 'https://t.co/wSKvFrudmA'}], 'user_mentions': []}",1186567872601968642,en,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",#TableauTipTuesday: Using Distribution Lines to Provide Space for Labels • No more complicated table calcs for labe… https://t.co/wSKvFrudmA,Andy Kriebel
Tue Oct 22 08:40:08 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 3288206489, 'id_str': '3288206489', 'indices': [0, 11], 'name': 'Kovács Ivett', 'screen_name': 'IvettAlexa'}, {'id': 2982927911, 'id_str': '2982927911', 'indices': [12, 25], 'name': 'Data School UK', 'screen_name': 'dataschooluk'}]}",1186562870529724416,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@IvettAlexa @dataschooluk One of my favorite expressions.,Andy Kriebel
Tue Oct 22 08:38:04 +0000 2019,"{'hashtags': [{'indices': [88, 102], 'text': 'DashboardWeek'}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1186562350259806210', 'indices': [111, 134], 'url': 'https://t.co/3aBCTye2MR'}], 'user_mentions': []}",1186562350259806210,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Parliament has A LOT of rules. How many? What are they about? DS16 will let us know for #DashboardWeek day 2.… https://t.co/3aBCTye2MR,Andy Kriebel
Mon Oct 21 20:27:24 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 1053745209241227266, 'id_str': '1053745209241227266', 'indices': [0, 14], 'name': 'Adrian Zinovei', 'screen_name': 'AdrianZinovei'}, {'id': 1183191023146672130, 'id_str': '1183191023146672130', 'indices': [15, 25], 'name': 'Alyssa Mansfield Damon', 'screen_name': 'data_ally'}, {'id': 14792516, 'id_str': '14792516', 'indices': [26, 34], 'name': 'Tableau Software', 'screen_name': 'tableau'}]}",1186378472337350657,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@AdrianZinovei @data_ally @tableau Oreos or Reese’s. Free training and you’d have plenty left to spend on the junk food.,Andy Kriebel
Mon Oct 21 20:25:31 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 617291546, 'id_str': '617291546', 'indices': [0, 12], 'name': 'Evelina Judeikytė', 'screen_name': 'Evelina_Jud'}, {'id': 1158109936146092033, 'id_str': '1158109936146092033', 'indices': [13, 23], 'name': 'Adam Mico', 'screen_name': 'AdamMico1'}]}",1186377998301302785,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Evelina_Jud @AdamMico1 Correct.,Andy Kriebel
Mon Oct 21 08:31:44 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 4341493221, 'id_str': '4341493221', 'indices': [0, 11], 'name': 'Lorna Eden', 'screen_name': 'lorna_eden'}]}",1186198371398291456,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@lorna_eden Thanks boss!,Andy Kriebel
Mon Oct 21 08:31:09 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1186198222601109504', 'indices': [116, 139], 'url': 'https://t.co/DD7jl63lvA'}], 'user_mentions': [{'id': 24677176, 'id_str': '24677176', 'indices': [0, 12], 'name': 'David O Cinneide', 'screen_name': 'doc_insight'}, {'id': 176519485, 'id_str': '176519485', 'indices': [13, 24], 'name': 'Ken Flerlage', 'screen_name': 'flerlagekr'}, {'id': 3958405758, 'id_str': '3958405758', 'indices': [25, 35], 'name': 'Eva Murray', 'screen_name': 'TriMyData'}, {'id': 219275799, 'id_str': '219275799', 'indices': [36, 40], 'name': 'Office for National Statistics', 'screen_name': 'ONS'}]}",1186198222601109504,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@doc_insight @flerlagekr @TriMyData @ONS This blog is exactly what I was looking for when I got started this week,… https://t.co/DD7jl63lvA",Andy Kriebel
Mon Oct 21 08:28:06 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 617291546, 'id_str': '617291546', 'indices': [0, 12], 'name': 'Evelina Judeikytė', 'screen_name': 'Evelina_Jud'}, {'id': 3958405758, 'id_str': '3958405758', 'indices': [13, 23], 'name': 'Eva Murray', 'screen_name': 'TriMyData'}, {'id': 3254807333, 'id_str': '3254807333', 'indices': [24, 39], 'name': 'Sarah Bartlett', 'screen_name': 'sarahlovesdata'}]}",1186197455131611136,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@Evelina_Jud @TriMyData @sarahlovesdata I like it!!,Andy Kriebel
Mon Oct 21 08:27:07 +0000 2019,"{'hashtags': [{'indices': [0, 5], 'text': 'DS17'}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1186197209068507140', 'indices': [116, 139], 'url': 'https://t.co/r2sDse6UqD'}], 'user_mentions': [{'id': 2982927911, 'id_str': '2982927911', 'indices': [20, 33], 'name': 'Data School UK', 'screen_name': 'dataschooluk'}]}",1186197209068507140,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#DS17 has been with @dataschooluk for a couple of weeks now, so it's time to look back at what they created to get… https://t.co/r2sDse6UqD",Andy Kriebel
Mon Oct 21 07:45:00 +0000 2019,"{'hashtags': [{'indices': [0, 14], 'text': 'DashboardWeek'}, {'indices': [27, 32], 'text': 'DS16'}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1186186607721771008', 'indices': [117, 140], 'url': 'https://t.co/bAikIgw7Pi'}], 'user_mentions': [{'id': 2982927911, 'id_str': '2982927911', 'indices': [36, 49], 'name': 'Data School UK', 'screen_name': 'dataschooluk'}]}",1186186607721771008,en,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#DashboardWeek is here for #DS16 at @dataschooluk. For their first day, they get to have fun visualizing messy surv… https://t.co/bAikIgw7Pi",Andy Kriebel
Sun Oct 20 20:10:35 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 50439572, 'id_str': '50439572', 'indices': [0, 8], 'name': 'zaz 💚👒🐷🐳🐢🌸⚘🛎☄💡📌♻️', 'screen_name': 'ZAZKIAZ'}, {'id': 3958405758, 'id_str': '3958405758', 'indices': [9, 19], 'name': 'Eva Murray', 'screen_name': 'TriMyData'}, {'id': 219275799, 'id_str': '219275799', 'indices': [20, 24], 'name': 'Office for National Statistics', 'screen_name': 'ONS'}]}",1186011853157273601,en,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@ZAZKIAZ @TriMyData @ONS That's what I was thinking too, but I couldn't make that conclusion based on the data available.",Andy Kriebel
Sun Oct 20 19:22:48 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1185999827257167872', 'indices': [117, 140], 'url': 'https://t.co/yUVPHuv8pK'}], 'user_mentions': [{'id': 86700165, 'id_str': '86700165', 'indices': [0, 13], 'name': 'LM-7', 'screen_name': 'LunarModule7'}, {'id': 3958405758, 'id_str': '3958405758', 'indices': [14, 24], 'name': 'Eva Murray', 'screen_name': 'TriMyData'}]}",1185999827257167872,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@LunarModule7 @TriMyData I had created this same exact chart, but with a continuous color palette and I wasn't tota… https://t.co/yUVPHuv8pK",Andy Kriebel
Sun Oct 20 19:19:30 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 86700165, 'id_str': '86700165', 'indices': [0, 13], 'name': 'LM-7', 'screen_name': 'LunarModule7'}, {'id': 3958405758, 'id_str': '3958405758', 'indices': [14, 24], 'name': 'Eva Murray', 'screen_name': 'TriMyData'}]}",1185998996688515074,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@LunarModule7 @TriMyData Great use case for a motion chart!,Andy Kriebel
Sun Oct 20 19:17:54 +0000 2019,"{'hashtags': [{'indices': [0, 15], 'text': 'MakeoverMonday'}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1185998594924597248', 'indices': [116, 139], 'url': 'https://t.co/yKvIBX8kEc'}], 'user_mentions': []}",1185998594924597248,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#MakeoverMonday: The Age at Which Most People Are Dying by Suicide Has Increased Over Time. The original is great.… https://t.co/yKvIBX8kEc,Andy Kriebel
Sun Oct 20 18:08:35 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 1181946114146258944, 'id_str': '1181946114146258944', 'indices': [0, 14], 'name': 'Yucel Kaplan', 'screen_name': 'YucelKaplan14'}, {'id': 3958405758, 'id_str': '3958405758', 'indices': [15, 25], 'name': 'Eva Murray', 'screen_name': 'TriMyData'}, {'id': 219275799, 'id_str': '219275799', 'indices': [26, 30], 'name': 'Office for National Statistics', 'screen_name': 'ONS'}]}",1185981152219123712,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@YucelKaplan14 @TriMyData @ONS It's been fixed,Andy Kriebel
Sun Oct 20 17:41:08 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [], 'user_mentions': [{'id': 753231768887529472, 'id_str': '753231768887529472', 'indices': [0, 14], 'name': 'Blake Scherer', 'screen_name': 'BlakeScherer4'}, {'id': 216121819, 'id_str': '216121819', 'indices': [15, 30], 'name': 'Paul Roberts', 'screen_name': 'paulkroberts95'}, {'id': 3958405758, 'id_str': '3958405758', 'indices': [31, 41], 'name': 'Eva Murray', 'screen_name': 'TriMyData'}, {'id': 219275799, 'id_str': '219275799', 'indices': [42, 46], 'name': 'Office for National Statistics', 'screen_name': 'ONS'}]}",1185974243302862848,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@BlakeScherer4 @paulkroberts95 @TriMyData @ONS All fixed now.,Andy Kriebel
